time,disloc_density_0,disloc_density_1,disloc_density_10,disloc_density_11,disloc_density_2,disloc_density_3,disloc_density_4,disloc_density_5,disloc_density_6,disloc_density_7,disloc_density_8,disloc_density_9,disp_y,fp_yy,slip_increment_0,slip_increment_1,slip_increment_10,slip_increment_11,slip_increment_2,slip_increment_3,slip_increment_4,slip_increment_5,slip_increment_6,slip_increment_7,slip_increment_8,slip_increment_9,stress_vm,stress_yy,total_twin_volume_fraction
0.00095125,21645507.241371,20000000,20000000,21645507.235926,21645507.250172,21645507.248691,20000000,21645507.247145,21645507.243255,20000000,21645507.263822,21645507.232968,0.00027934431670407,1.0739507912952,28.320150027081,0,0,-28.32014847613,-28.320148568355,-28.320148535593,0,-28.32014857838,-28.320148571375,0,-28.320148597469,28.320150018508,2862.2024434474,2862.2024447208,0
0.00095625,21638927.304669,20000000,20000000,21638927.299354,21638927.31379,21638927.312006,20000000,21638927.310447,21638927.30653,20000000,21638927.327081,21638927.29646,0.00028081261797468,1.0744474400563,28.306086152922,0,0,-28.306084602544,-28.306084694622,-28.30608466184,0,-28.306084704814,-28.306084697551,0,-28.306084723629,28.306086144367,2861.2940527089,2861.294053985,0
0.00096125,21632247.225037,20000000,20000000,21632247.21985,21632247.234474,21632247.232383,20000000,21632247.230812,21632247.226869,20000000,21632247.247404,21632247.217019,0.00028228091924528,1.0749440724975,28.292078819001,0,0,-28.292077272162,-28.292077362618,-28.292077329863,0,-28.292077369515,-28.292077365969,0,-28.292077388091,28.292078810844,2860.3888709415,2860.3888722203,0
0.00096625,21625468.348763,20000000,20000000,21625468.343707,21625468.358511,21625468.356134,20000000,21625468.354549,21625468.35058,20000000,21625468.371093,21625468.34094,0.00028374922051589,1.075440689358,28.278126912735,0,0,-28.278125369098,-28.278125457956,-28.278125425174,0,-28.27812546173,-28.278125461557,0,-28.278125480207,28.278126905067,2859.4867872647,2859.4867885461,0
0.00097125,21618592.001293,20000000,20000000,21618591.996372,21618592.011344,21618592.008708,20000000,21618592.007107,21618592.003113,20000000,21618592.023598,21618591.993668,0.00028521752178649,1.0759372913593,28.264229346223,0,0,-28.264227803842,-28.264227892459,-28.264227859605,0,-28.264227895078,-28.264227895797,0,-28.264227914103,28.264229339048,2858.5876935193,2858.5876948034,0
0.00097625,21611619.487615,20000000,20000000,21611619.482833,21611619.497966,21611619.495084,20000000,21611619.493465,21611619.489446,20000000,21611619.509902,21611619.48019,0.0002866858230571,1.0764338792059,28.250385061698,0,0,-28.250383494338,-28.25038359525,-28.250383566543,0,-28.25038360945,-28.250383602535,0,-28.250383620902,28.250385052021,2857.6914842053,2857.6914854922,0
0.00098125,21604552.092705,20000000,20000000,21604552.088049,21604552.103394,21604552.100133,20000000,21604552.098519,21604552.094461,20000000,21604552.114919,21604552.085463,0.00028815412432771,1.0769304535859,28.236593008603,0,0,-28.236591441813,-28.236591542752,-28.236591513667,0,-28.236591557384,-28.236591549575,0,-28.236591569825,28.23659299895,2856.7980564206,2856.79805771,0
0.00098625,21597391.081737,20000000,20000000,21597391.077209,21597391.092772,21597391.089117,20000000,21597391.087508,21597391.083408,20000000,21597391.103875,21597391.074674,0.00028962242559832,1.0774270151707,28.222852172521,0,0,-28.222850620359,-28.22285071505,-28.222850682741,0,-28.222850724088,-28.222850718705,0,-28.222850741196,28.222852164641,2855.9073098011,2855.9073110933,0
0.00099125,21590137.700575,20000000,20000000,21590137.696183,21590137.711932,21590137.707961,20000000,21590137.706346,21590137.702212,20000000,21590137.722673,21590137.693703,0.00029109072686894,1.0779235646161,28.20916156415,0,0,-28.209160024745,-28.209160115061,-28.209160079354,0,-28.209160118042,-28.209160115138,0,-28.209160139369,28.209161557998,2855.0191464633,2855.0191477581,0
0.000995625,21583711.241718,20000000,20000000,21583711.237448,21583711.253327,21583711.249156,20000000,21583711.247528,21583711.24337,20000000,21583711.263808,21583711.235024,0.00029237549047842,1.078358551507,28.23063676409,0,0,-28.230627176267,-28.23062705976,-28.230627173183,0,-28.23062711383,-28.230627175148,0,-28.230626220288,28.230637593027,2854.1701870474,2854.1701882802,0
0.001,21577521.463072,20000000,20000000,21577521.459268,21577521.47957,21577521.472363,20000000,21577521.470521,21577521.466988,20000000,21577521.485622,21577521.457811,0.00029366025408915,1.0787931765078,28.195785368788,0,0,-28.195776244256,-28.195776151689,-28.195776251627,0,-28.195776184221,-28.195776251555,0,-28.195775441601,28.195786186293,2853.3737515014,2853.3737527395,0
